Repo,Owners,Rule Type,Severity,Message,Matched Files
AutoMessagesWidget,@guestyorg/team_journey,Detect files,Error,Forbidden files detected in the project,.github/workflows/translate.yml
AutoMessagesWidget,@guestyorg/team_journey,Detect files,Warning,Jest is forbidden. Please migrate to Vitest,jest.config.js
AutoMessagesWidget,@guestyorg/team_journey,Detect files,Warning,Babel is not recommended. Please migrate to Orbis,.babelrc.js
AutoMessagesWidget,@guestyorg/team_journey,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
AutoMessagesWidget,@guestyorg/team_journey,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
AutoMessagesWidget,@guestyorg/team_journey,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
AutoMessagesWidget,@guestyorg/team_journey,Require files,Warning,pnpm-lock.yaml is missing,
AutoMessagesWidget,@guestyorg/team_journey,Require files,Warning,pnpm-workspace.yaml is missing,
AutoMessagesWidget,@guestyorg/team_journey,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
abnb-distribution-page,@guestyorg/okta-airbook,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
abnb-distribution-page,@guestyorg/okta-airbook,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
abnb-distribution-page,@guestyorg/okta-airbook,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
abnb-distribution-page,@guestyorg/okta-airbook,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
abnb-distribution-page,@guestyorg/okta-airbook,Require files,Warning,pnpm-lock.yaml is missing,
abnb-distribution-page,@guestyorg/okta-airbook,Require files,Warning,pnpm-workspace.yaml is missing,
abnb-distribution-page,@guestyorg/okta-airbook,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
abnb-distribution-page,@guestyorg/okta-airbook,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
abnb-distribution-page,@guestyorg/okta-airbook,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
account-settings-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
account-settings-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,"cypress/.eslintrc, .eslintrc.json, .eslintignore"
account-settings-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
account-settings-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
account-settings-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Require files,Warning,pnpm-lock.yaml is missing,
account-settings-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Require files,Warning,pnpm-workspace.yaml is missing,
account-settings-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
account-settings-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
account-settings-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
accounting-folio,@guestyorg/biz-enterprise,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
accounting-folio,@guestyorg/biz-enterprise,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
accounting-folio,@guestyorg/biz-enterprise,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
accounting-folio,@guestyorg/biz-enterprise,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
accounting-folio,@guestyorg/biz-enterprise,Require files,Warning,pnpm-lock.yaml is missing,
accounting-folio,@guestyorg/biz-enterprise,Require files,Warning,pnpm-workspace.yaml is missing,
accounting-folio,@guestyorg/biz-enterprise,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
accounting-folio,@guestyorg/biz-enterprise,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
accounting-folio,@guestyorg/biz-enterprise,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
accounting-settings-page,@guestyorg/biz-enterprise,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
accounting-settings-page,@guestyorg/biz-enterprise,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
accounting-settings-page,@guestyorg/biz-enterprise,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
accounting-settings-page,@guestyorg/biz-enterprise,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
accounting-settings-page,@guestyorg/biz-enterprise,Require files,Warning,pnpm-lock.yaml is missing,
accounting-settings-page,@guestyorg/biz-enterprise,Require files,Warning,pnpm-workspace.yaml is missing,
accounting-settings-page,@guestyorg/biz-enterprise,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
accounting-settings-page,@guestyorg/biz-enterprise,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
accounting-settings-page,@guestyorg/biz-enterprise,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
ach-payouts-page,@guestyorg/okta-payments,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
ach-payouts-page,@guestyorg/okta-payments,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
ach-payouts-page,@guestyorg/okta-payments,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
ach-payouts-page,@guestyorg/okta-payments,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
ach-payouts-page,@guestyorg/okta-payments,Require files,Warning,pnpm-lock.yaml is missing,
ach-payouts-page,@guestyorg/okta-payments,Require files,Warning,pnpm-workspace.yaml is missing,
ach-payouts-page,@guestyorg/okta-payments,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
ach-payouts-page,@guestyorg/okta-payments,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
ach-payouts-page,@guestyorg/okta-payments,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
activity-report-page,@guestyorg/airbook,Detect files,Error,Forbidden files detected in the project,.github/workflows/upload-translations.yml
activity-report-page,@guestyorg/airbook,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
activity-report-page,@guestyorg/airbook,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
activity-report-page,@guestyorg/airbook,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
activity-report-page,@guestyorg/airbook,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
activity-report-page,@guestyorg/airbook,Require files,Warning,pnpm-lock.yaml is missing,
activity-report-page,@guestyorg/airbook,Require files,Warning,pnpm-workspace.yaml is missing,
activity-report-page,@guestyorg/airbook,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
activity-report-page,@guestyorg/airbook,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
activity-report-page,@guestyorg/airbook,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
add-new-property-page,@guestyorg/okta-airbook,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
add-new-property-page,@guestyorg/okta-airbook,Require files,Warning,pnpm-lock.yaml is missing,
add-new-property-page,@guestyorg/okta-airbook,Require files,Warning,pnpm-workspace.yaml is missing,
add-new-property-page,@guestyorg/okta-airbook,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
add-ons-center-page,"@guestyorg/biz-enterprise
@guestyorg/discovery
@guestyorg/okta-communication
@guestyorg/okta-jarvis
@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
add-ons-center-page,"@guestyorg/biz-enterprise
@guestyorg/discovery
@guestyorg/okta-communication
@guestyorg/okta-jarvis
@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
add-ons-center-page,"@guestyorg/biz-enterprise
@guestyorg/discovery
@guestyorg/okta-communication
@guestyorg/okta-jarvis
@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
add-ons-center-page,"@guestyorg/biz-enterprise
@guestyorg/discovery
@guestyorg/okta-communication
@guestyorg/okta-jarvis
@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
add-ons-center-page,"@guestyorg/biz-enterprise
@guestyorg/discovery
@guestyorg/okta-communication
@guestyorg/okta-jarvis
@guestyorg/okta-unicorn
@guestyorg/unicorn",Require files,Warning,pnpm-lock.yaml is missing,
add-ons-center-page,"@guestyorg/biz-enterprise
@guestyorg/discovery
@guestyorg/okta-communication
@guestyorg/okta-jarvis
@guestyorg/okta-unicorn
@guestyorg/unicorn",Require files,Warning,pnpm-workspace.yaml is missing,
add-ons-center-page,"@guestyorg/biz-enterprise
@guestyorg/discovery
@guestyorg/okta-communication
@guestyorg/okta-jarvis
@guestyorg/okta-unicorn
@guestyorg/unicorn",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
add-ons-center-page,"@guestyorg/biz-enterprise
@guestyorg/discovery
@guestyorg/okta-communication
@guestyorg/okta-jarvis
@guestyorg/okta-unicorn
@guestyorg/unicorn",Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
admin-hq-page,@guestyorg/okta-groot,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
admin-layout-page,@guestyorg/okta-pop,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
admin-layout-page,@guestyorg/okta-pop,Require files,Warning,pnpm-lock.yaml is missing,
admin-layout-page,@guestyorg/okta-pop,Require files,Warning,pnpm-workspace.yaml is missing,
agent-management-backoffice-page,"@arambse
@guestyorg/okta-cortex
@sergey-guesty",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
agent-management-backoffice-page,"@arambse
@guestyorg/okta-cortex
@sergey-guesty",Require files,Warning,pnpm-lock.yaml is missing,
agent-management-backoffice-page,"@arambse
@guestyorg/okta-cortex
@sergey-guesty",Require files,Warning,pnpm-workspace.yaml is missing,
agent-management-backoffice-page,"@arambse
@guestyorg/okta-cortex
@sergey-guesty",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
agents-center-page,@guestyorg/okta-groot,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
agents-center-page,@guestyorg/okta-groot,Require files,Warning,pnpm-lock.yaml is missing,
agents-center-page,@guestyorg/okta-groot,Require files,Warning,pnpm-workspace.yaml is missing,
agents-center-page,@guestyorg/okta-groot,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
ai-revenue-center-page,@guestyorg/jarvis,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
ai-revenue-center-page,@guestyorg/jarvis,Require files,Warning,pnpm-lock.yaml is missing,
ai-revenue-center-page,@guestyorg/jarvis,Require files,Warning,pnpm-workspace.yaml is missing,
ai-revenue-center-page,@guestyorg/jarvis,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
analytics-dashboard-page,@guestyorg/okta-pop,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
analytics-dashboard-page,@guestyorg/okta-pop,Require files,Warning,pnpm-lock.yaml is missing,
analytics-dashboard-page,@guestyorg/okta-pop,Require files,Warning,pnpm-workspace.yaml is missing,
analytics-dashboard-page,@guestyorg/okta-pop,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
analytics-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
analytics-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
analytics-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
analytics-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
analytics-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Require files,Warning,pnpm-lock.yaml is missing,
analytics-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Require files,Warning,pnpm-workspace.yaml is missing,
analytics-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
auth-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
auth-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
auth-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
auth-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
auth-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Require files,Warning,pnpm-lock.yaml is missing,
auth-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Require files,Warning,pnpm-workspace.yaml is missing,
auth-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
authority-report-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
authority-report-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Require files,Warning,pnpm-lock.yaml is missing,
authority-report-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Require files,Warning,pnpm-workspace.yaml is missing,
authority-report-page,"@guestyorg/okta-unicorn
@guestyorg/unicorn",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
auto-response-page,@guestyorg/okta-communication,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
auto-response-page,@guestyorg/okta-communication,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
auto-response-page,@guestyorg/okta-communication,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
auto-response-page,@guestyorg/okta-communication,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
auto-response-page,@guestyorg/okta-communication,Require files,Warning,pnpm-lock.yaml is missing,
auto-response-page,@guestyorg/okta-communication,Require files,Warning,pnpm-workspace.yaml is missing,
auto-response-page,@guestyorg/okta-communication,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
auto-response-page,@guestyorg/okta-communication,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
auto-response-page,@guestyorg/okta-communication,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
automation-page,@guestyorg/unicorn,Detect files,Error,Forbidden files detected in the project,".github/workflows/translate.yml, .github/workflows/upload-translations.yml"
automation-page,@guestyorg/unicorn,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
automation-page,@guestyorg/unicorn,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
automation-page,@guestyorg/unicorn,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
automation-page,@guestyorg/unicorn,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
automation-page,@guestyorg/unicorn,Require files,Warning,pnpm-lock.yaml is missing,
automation-page,@guestyorg/unicorn,Require files,Warning,pnpm-workspace.yaml is missing,
automation-page,@guestyorg/unicorn,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
bcom-glite-page,@guestyorg/sketch,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
bcom-glite-page,@guestyorg/sketch,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
bcom-glite-page,@guestyorg/sketch,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
bcom-glite-page,@guestyorg/sketch,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
bcom-glite-page,@guestyorg/sketch,Require files,Warning,pnpm-lock.yaml is missing,
bcom-glite-page,@guestyorg/sketch,Require files,Warning,pnpm-workspace.yaml is missing,
bcom-glite-page,@guestyorg/sketch,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
bcom-glite-page,@guestyorg/sketch,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
bcom-hub-page,"@guestyorg/odyssey
@guestyorg/sketch",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
bcom-hub-page,"@guestyorg/odyssey
@guestyorg/sketch",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
bcom-hub-page,"@guestyorg/odyssey
@guestyorg/sketch",Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
bcom-hub-page,"@guestyorg/odyssey
@guestyorg/sketch",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
bcom-hub-page,"@guestyorg/odyssey
@guestyorg/sketch",Require files,Warning,pnpm-lock.yaml is missing,
bcom-hub-page,"@guestyorg/odyssey
@guestyorg/sketch",Require files,Warning,pnpm-workspace.yaml is missing,
bcom-hub-page,"@guestyorg/odyssey
@guestyorg/sketch",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
bcom-hub-page,"@guestyorg/odyssey
@guestyorg/sketch",Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
bcom-hub-page,"@guestyorg/odyssey
@guestyorg/sketch",Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
beast-page,"@guestyorg/biz
@guestyorg/okta-developers
@guestyorg/okta-sketch",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
beast-page,"@guestyorg/biz
@guestyorg/okta-developers
@guestyorg/okta-sketch",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
beast-page,"@guestyorg/biz
@guestyorg/okta-developers
@guestyorg/okta-sketch",Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
beast-page,"@guestyorg/biz
@guestyorg/okta-developers
@guestyorg/okta-sketch",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
beast-page,"@guestyorg/biz
@guestyorg/okta-developers
@guestyorg/okta-sketch",Require files,Warning,pnpm-lock.yaml is missing,
beast-page,"@guestyorg/biz
@guestyorg/okta-developers
@guestyorg/okta-sketch",Require files,Warning,pnpm-workspace.yaml is missing,
beast-page,"@guestyorg/biz
@guestyorg/okta-developers
@guestyorg/okta-sketch",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
beast-page,"@guestyorg/biz
@guestyorg/okta-developers
@guestyorg/okta-sketch",Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
beast-page,"@guestyorg/biz
@guestyorg/okta-developers
@guestyorg/okta-sketch",Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
billing-page,@guestyorg/okta-payments,Detect files,Warning,Babel is not recommended. Please migrate to Orbis,babel.config.json
billing-page,@guestyorg/okta-payments,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
billing-page,@guestyorg/okta-payments,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, cypress/.eslintrc.json, .eslintignore"
billing-page,@guestyorg/okta-payments,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
billing-page,@guestyorg/okta-payments,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
billing-page,@guestyorg/okta-payments,Require files,Warning,pnpm-lock.yaml is missing,
billing-page,@guestyorg/okta-payments,Require files,Warning,pnpm-workspace.yaml is missing,
billing-page,@guestyorg/okta-payments,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
billing-page,@guestyorg/okta-payments,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
block-logs-widget,"@guestyorg/jarvis
@guestyorg/okta-chronos",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
block-logs-widget,"@guestyorg/jarvis
@guestyorg/okta-chronos",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
block-logs-widget,"@guestyorg/jarvis
@guestyorg/okta-chronos",Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,"config-overrides.js, src/react-app-env.d.ts"
block-logs-widget,"@guestyorg/jarvis
@guestyorg/okta-chronos",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
block-logs-widget,"@guestyorg/jarvis
@guestyorg/okta-chronos",Require files,Warning,pnpm-lock.yaml is missing,
block-logs-widget,"@guestyorg/jarvis
@guestyorg/okta-chronos",Require files,Warning,pnpm-workspace.yaml is missing,
block-logs-widget,"@guestyorg/jarvis
@guestyorg/okta-chronos",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
block-logs-widget,"@guestyorg/jarvis
@guestyorg/okta-chronos",Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
block-logs-widget,"@guestyorg/jarvis
@guestyorg/okta-chronos",Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
brands-page,"@guestyorg/okta-cross
@guestyorg/okta-groot",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,cypress/.eslintrc
business-models-page,@guestyorg/biz-enterprise,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
business-models-page,@guestyorg/biz-enterprise,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
business-models-page,@guestyorg/biz-enterprise,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
business-models-page,@guestyorg/biz-enterprise,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
business-models-page,@guestyorg/biz-enterprise,Require files,Warning,pnpm-lock.yaml is missing,
business-models-page,@guestyorg/biz-enterprise,Require files,Warning,pnpm-workspace.yaml is missing,
business-models-page,@guestyorg/biz-enterprise,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
business-models-page,@guestyorg/biz-enterprise,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
business-models-page,@guestyorg/biz-enterprise,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
business-models-v2-page,@guestyorg/biz-enterprise,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
business-models-v2-page,@guestyorg/biz-enterprise,Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
business-models-v2-page,@guestyorg/biz-enterprise,Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
business-models-v2-page,@guestyorg/biz-enterprise,Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
business-models-v2-page,@guestyorg/biz-enterprise,Require files,Warning,pnpm-lock.yaml is missing,
business-models-v2-page,@guestyorg/biz-enterprise,Require files,Warning,pnpm-workspace.yaml is missing,
business-models-v2-page,@guestyorg/biz-enterprise,Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
business-models-v2-page,@guestyorg/biz-enterprise,Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
business-models-v2-page,@guestyorg/biz-enterprise,Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
calendar-actions-widget,"@guestyorg/jarvis
@guestyorg/okta-chronos",Detect files,Warning,Jest is forbidden. Please migrate to Vitest,jest.config.js
calendar-actions-widget,"@guestyorg/jarvis
@guestyorg/okta-chronos",Detect files,Warning,Babel is not recommended. Please migrate to Orbis,.babelrc.js
calendar-actions-widget,"@guestyorg/jarvis
@guestyorg/okta-chronos",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
calendar-actions-widget,"@guestyorg/jarvis
@guestyorg/okta-chronos",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
calendar-actions-widget,"@guestyorg/jarvis
@guestyorg/okta-chronos",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
calendar-actions-widget,"@guestyorg/jarvis
@guestyorg/okta-chronos",Require files,Warning,pnpm-lock.yaml is missing,
calendar-actions-widget,"@guestyorg/jarvis
@guestyorg/okta-chronos",Require files,Warning,pnpm-workspace.yaml is missing,
calendar-actions-widget,"@guestyorg/jarvis
@guestyorg/okta-chronos",Package fields,Warning,Yarn dependency override present. You can avoid this by using pnpm and minReleaseAge most of the time,
calendar-settings,"@guestyorg/jarvis
@guestyorg/okta-chronos",Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
calendar-settings,"@guestyorg/jarvis
@guestyorg/okta-chronos",Detect files,Warning,Eslint is not recommended. Please migrate to Orbis,".eslintrc.json, .eslintignore"
calendar-settings,"@guestyorg/jarvis
@guestyorg/okta-chronos",Detect files,Warning,CRA and react-app-rewired is not recommended. Please migrate to Orbis,config-overrides.js
calendar-settings,"@guestyorg/jarvis
@guestyorg/okta-chronos",Detect files,Warning,yarn lockfile detected. Please migrate to pnpm,yarn.lock
calendar-settings,"@guestyorg/jarvis
@guestyorg/okta-chronos",Require files,Warning,pnpm-lock.yaml is missing,
calendar-settings,"@guestyorg/jarvis
@guestyorg/okta-chronos",Require files,Warning,pnpm-workspace.yaml is missing,
calendar-settings,"@guestyorg/jarvis
@guestyorg/okta-chronos",Package fields,Warning,Jest detected in package json. Please remove it and migrate to Vitest,
calendar-settings,"@guestyorg/jarvis
@guestyorg/okta-chronos",Package fields,Warning,eslintConfig detected in package json. Please remove it and migrate to Orbis,
call-center-page,@guestyorg/okta-communication,Detect files,Error,Forbidden files detected in the project,.github/workflows/translate.yml
call-center-page,@guestyorg/okta-communication,Detect files,Warning,Prettier is not recommended. Please migrate to Orbis,.prettierrc.json
