Account ID,Account Name,Segment,Package,CSM,Interview Date,Active today,Amenity gap detector,Calendar block monitor,Calendar conflict detector,Check-in readiness command,Cleaning conflict detector,Daily task coverage board,Guest commitment tracker,Inquiry expiry manager,Maintenance block agent,Maintenance tracker,Reservation duplicate detector,Reservation handoff brief,Reservation readiness surfacer,Review to task dispatcher,Risky reservation detector,Stay status reconciler,Team access auditor,Translation gap filler,Vacancy task detector,Weekly operations brief,Negative review challenger,Review response master,Saved reply optimizer,Checkout balance collection,Fee configuration detector,Multi-unit fee detector,Security deposit extender,Tax configuration auditor,Unpaid reservation tracker,Advance deposit checker,Cancelled reservation reconciler,Negative owner revenue detector,Realization window auditor,Listing ownership gap finder,Owner payment details collector,Airbnb quality detector,# Active
6698dec23c74563e37af511d,Mr. Max,Mid-Market,pro,Carla Scimia,,true,,V,V,,,,V,V,,V,V,V,,,V,,V,,,V,V,V,V,,V,,,V,V,,,,,,,,16
69d5df72c1b1f5b42ebc9f01,Muniz Developments,SMB,pro,Tatiana Del Rosario,,true,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,1
61e5a8ef1c27d70032074d6b,Watts Investments Group LLC,SMB,pro,Tatiana Del Rosario,,true,,,,,,,,,,,,,,,V,,,,,V,V,V,V,,,,,,V,,,,,,,,6
67900414787db2b6cc3a659b,On the Coast Property Group,Mid-Market,pro,Dana Evans,,true,,,,,,V,,,,V,,V,,,,,V,,,V,V,,V,,V,,,V,V,,V,,,,,,11
67298c1b5d71633da624b0ff,Startrise Management Pty Ltd,SMB,pro,Katherine Ting,,true,,,,,,,V,,,V,,,,,,,,,,,V,,,,,,,,V,,,,,,,,4
646659042e017800416eded3,"Blue Sky Village, LLC",Mid-Market,pro,Diana Chalita,,true,,,,,,,,,,,V,,,,V,,,,,,V,V,,,,,,,V,V,V,,,,V,,8
68f95ca432feafcbded99877,Namastay Homes,Mid-Market,pro,Tatiana Del Rosario,,true,,,,,,,,,,,,,,,V,,,,,,V,,,,,,,,,,,,,,,,2
6a1db72186401eca4b85b44a,Simply Rented Vacation Rentals,SMB,pro,Austen Bernhardt,,true,,V,V,,,V,V,V,,,V,V,,V,V,V,,,,V,V,V,V,,V,,,V,V,V,V,,,,V,,20
693727b9069ffc2dc343f2f8,Archie Tino,SMB,pro,Tatiana Del Rosario,,true,,,V,,V,V,V,V,,,V,V,,V,V,V,V,,V,V,V,V,V,,V,,V,V,V,,,,,,,,20
69a4a0d3f879ec73b0757828,130 E Mars LLC,Mid-Market,pro,Lionel Glover,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,1
6875a5826376a7987b6c17e4,Costa Rica Personal Travel Host,SMB,pro,Lionel Glover,,true,,V,V,,,,,V,,V,V,,,,,,V,,V,,V,,V,,,,,,,V,V,,,,,,11
6a0b0bebc265e5cfb4dc570c,Grégoire Tombez,SMB,pro,Ander Vicente,,true,,V,,,,,,,,,,,,,,,,,,,V,,,,,,,V,V,,,,,,,,4
66fc5dfaf36f17e56f3fe426,PMI Breck,Mid-Market,pro,Tove May,,true,V,V,,OFF,,,V,V,,,V,,,V,V,V,,V,,V,V,V,V,,V,,,,V,,V,V,V,,V,V,20
69004cbb9b696177c754794e,Nestify Spaces,SMB,pro,Salome Alvarez,,true,,V,V,,,,V,,,V,,,,V,V,,V,,,,V,V,V,,V,,,,V,,,,,,,,12
680c794540918f71a47ae51a,Erik Erik,SMB,pro,Guesty Support,,true,,V,V,,,,,V,,,V,,,,V,V,V,,,V,V,,,,V,,,V,V,,,,,,V,,13
69daa95c924d4c5b4bb34ba5,Mcvap Enterprises,SMB,pro,Zafar Khan,,true,,,,,,,,V,,,,,,,,,,,V,,V,V,,,V,,,,,,,,,,,,5
658ef13aaaf99c73358a4c81,ONBA,Mid-Market,pro,Guesty Support,,true,,,,,,,,V,,V,,,,,,,,,,V,,,V,,,,,,V,,,,,,,,5
685063809bf7f8c07ec24d1c,VacaFlorida,SMB,pro,Guesty Support,,true,,V,V,,,,,V,,,,V,,,,,,,,,V,V,V,,V,,,,,,V,,,,,,9
6553d2a0fea88af7c62d1e43,Nanny Enterprise Ventures LLC,Mid-Market,pro,Oscar Nomura,,true,,,V,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
6667ea4d1269c78e4944aa66,Visity,SMB,pro,Oscar Rodriguez,,true,,,,,,,,,,,,,,,,,,,,,,,,,V,,,V,V,V,V,,,,V,,6
694012cfb144f2e7b105ce0b,BNBHOST,SMB,pro,Daniel Sanchez,,true,,,,,,,V,V,,,,,,V,V,,,,V,,V,V,,,,,,,,,,,,,,,7
674cb2f54205b64ae791db3b,Steve Og,SMB,pro,Guesty Support,,true,,,,,,,V,,,,,V,,,V,,,,,V,V,V,V,,,,,,,,,,,,,,7
672ab07dbe4aa729794a5934,Lumina,SMB,pro,Guesty Support,,true,,V,V,,,,,,,,V,V,,V,V,V,V,,V,V,V,V,,,,,V,V,V,,,,,,V,,16
66ce5775c9aac61893c9cce7,Casa Collective,SMB,pro,Guesty Support,,true,,,,,,,,V,,,,,,,,,,,,,,,V,,V,,,,V,,,,,,,,4
698e27d51d2e729c9e19e0c7,Abode Park City,SME,pro,Guesty Support,,true,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,V,,,V,4
688455aea14c863e5df127e5,Incredible Mountain Cabins,SMB,pro,Oscar Rodriguez,,true,,,,,,,,,,,,,,,,,,,,,,OFF,,,,,,,,V,V,,,,,,2
6940190f9b35d6a585f9f0d2,Airlocando,SMB,pro,Guesty Marketing,,true,V,V,,,V,V,V,OFF,,V,OFF,V,,OFF,V,OFF,V,OFF,V,V,V,OFF,V,,V,,OFF,V,V,V,V,V,V,V,OFF,V,22
6995e134d6216b9e5491ace8,Square Real Estate,Mid-Market,pro,Tatiana Figueroa,,true,,V,V,,V,V,V,V,,V,,,,V,,,V,,,V,V,OFF,,,,,,,V,,,,,,,,12
685b428e885fd44934acb1bb,BPM Services Ltd,SMB,pro,Nelson Sing,,true,,V,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,2
69f173bc57be543e152bbc74,Big Bear Alpine Rentals & MGMT LLC,SMB,pro,Lionel Glover,,true,,,,,,,,,,,,,,,V,,,,,,,,V,,V,,,V,V,,,,,,,,5
68b0731c2302dce34a4ade4d,Pathway Travel,SMB,pro,Zafar Khan,,true,,,,,,,,,,,,,,,V,,,,,V,,,,,,,,,,,,,,,,,2
6797be057f87dd47600c75d3,Haugesund Apartments,SMB,pro,Giorgia Ruocci,,true,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,1
68f33b709b696177c75475a8,Loch Tay Cottages,SMB,pro,Dana Evans,,true,,,,,,,,,,,,,,,,,,,,,V,V,V,,V,,,,V,,,,,,,,5
689284118fa2976c485f69dd,Eileen,SMB,pro,Lionel Glover,,true,,,,,,,V,,,,,,,,V,,,,,V,V,,V,,,,,V,V,,,,,,,,7
674032ec54b397d19ec2726e,Friday Retreats Ltd,Mid-Market,pro,William Moal,,true,,V,,,,,OFF,V,OFF,V,,V,,,,V,V,,,V,V,V,V,,V,,,V,V,V,V,,,,V,,16
655559fbfea88af7c62d1e45,Gestion ProHost,Mid-Market,pro,Audrey Puylaert,,true,,,,,,,V,,,,,,,,V,,,,,V,V,,,,,,,,,,,,,,,,4
6400bb01e84463003d11174d,Wonder Vacation Homes,SME,pro,Tatiana Figueroa,,true,,,,,,,V,,,,V,V,,,V,,,,,,V,V,V,,V,,OFF,,,,,,,,,,8
69cf13d4888d4187f93c617a,"Best Views Cabin Rentals, DBA Mountain Comfort Cabin Rentals",Mid-Market,pro,Josue Paredes,,true,,,,,,V,,,,V,,,,,,,,,V,V,V,,,,,,,,,,,,,,,,5
63041fb22063cc003271039b,Pedro Ferraro,Mid-Market,pro,Tatiana Del Rosario,,true,,,V,,,,OFF,,,,,,,V,,,,,,V,V,OFF,V,,,,,,,,,,,,,,5
65b58073c27c3ff03ab7f744,Five Star Realty,Mid-Market,pro,Tove May,,true,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,1
67e56eddc8b52d834dcb8c20,Arezzini Worldwide,Mid-Market,pro,Francine Boateng,,true,,,V,,,,,,,,,,,,,,,,,V,V,,,,,,,,,,,,,,,,3
69bb677546a4a24644e6b43e,Xvantage,Enterprise,enterprise,Guesty Support,,true,,V,,,,,V,,,V,,,,,V,,,,,V,V,,V,,,,,,,V,V,,,,,,9
64f5df1004894d9a11346302,Island Abodes,Mid-Market,pro,Guesty Support,,true,,,,,,,,V,,,,,,V,,,,,,V,,V,,,,,,,V,,,,,,,,5
6893952b8fa2976c485f6a35,Full Circle Property,SMB,pro,Guesty Support,,true,V,,,OFF,,,V,,,,V,V,,,V,V,,,V,V,V,V,V,V,V,,,V,V,,,,,V,V,V,18
67bc7b6e611958916c05dff2,Immobili e Soluzioni Rent,Mid-Market,pro,Mattia Peressini,,true,,,V,V,,,,,,,,,,,,,,,,,V,,,,V,,,,,,,,,,,,4
6929f0e3e31a363ae329dee0,The California Building,SME,pro,Michelle Kim,,true,,V,V,V,,V,V,V,,V,V,V,,V,V,V,V,,,V,V,V,V,,V,,,V,V,V,V,,,,,,22
610b6db56cbf47002d085b50,Renjoy,Enterprise,pro,Michelle Kim,,true,,,,,,,,,,,,,,,,,,,,,V,,,,,,,V,V,,,,,,,,3
683f13af1c5e688f1cc7ce5a,Chalet St Moritz,SMB,pro,Ander Vicente,,true,,,,,,,,,,,,,,,,,,,,,V,V,,,,,,,,,,,,,,,2
68f97a2f80fe9feeb7b57f9d,Ky Home Solution,Mid-Market,pro,Ana Loera,,true,,V,V,,,,V,V,,,,,,V,V,,,,V,V,V,,,,V,,,,V,V,V,,,,,,13
6358704efe5f8f0068bd9416,Breckenridge Family Vacations,SMB,pro,Guesty Support,,true,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
67c38d1d40e1ed4a6dae279c,Martin Residences,SMB,pro,Guesty Support,,true,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,1
68c190d74544c7fe83880b59,Lakefront Luxury,SME,pro,Ram Cheriyath,,true,,,,,,,,,,,,,,,,,,,,,V,V,,,,,,,V,,,,,V,,V,5
69c4fea7b700542380959555,Medzure Suites,SMB,pro,Giorgia Ruocci,,true,,V,V,,,,V,V,,,,V,,,V,,,,V,V,,,,,,,,,,,,,,,,,8
692a5cd865ef28ca8e95ae02,The Good Life Sosua,Mid-Market,pro,Josue Paredes,,true,,,,,,,,V,,,,,,,,,,,,,V,V,V,,,,,,V,,,,,,,,5
6a393ca9c49e2ac0d41438f0,Delfhy,Mid-Market,pro,Rafael Merchán,,true,,,,,,,,,,,V,,,,,,,,,,V,,,,,,,,,,,,,,,,2
606a2f40cc944d002f6721e7,Jodie  Kenney,Mid-Market,pro,Oscar Nomura,,true,,,,,,,,,,,,,,,,,,,,,V,V,,,,,,,,,V,,,,,,3
69c699713347f19f4415d389,Hey Miami LLC,Mid-Market,pro,Josue Paredes,,true,,,,,,,,,,,,,,,V,,,,,V,V,V,,,,,,V,,,,,,,,,5
685ad207885fd44934acb17a,Evangelos Marinis,SMB,pro,Guesty Support,,true,,V,,,V,V,V,V,,,,V,,,V,,,,,,V,,V,,,,,,,,,,,,,,9
691f84af51ad620fe8272ca2,Soundview Partners LLC,SMB,pro,Lionel Glover,,true,,,,,,V,,,,,,,,,,,,,,,V,,,,,,,V,,,,,,,,,3
6a19b618c4736773cfd8ed46,A&E PROPERTIES HUB LIMITED,SMB,pro,Ander Vicente,,true,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,1
5c0aa51ebe209b03c43294d1,SKYHOMES,Mid-Market,pro,Joaquin Benitez,,true,,,V,,,,V,V,,,V,V,,V,V,,V,,V,V,V,V,V,,,,,,,,,,,,,,13
6981c248c43dd1a712877d60,OpaleKeys,SME,pro,Steven Brumwell,,true,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,1
697df50dc43dd1a712877d2f,We property investments (Pty) Ltd,SMB,pro,Daniel Sanchez,,true,,V,V,,,,V,V,,,V,V,,V,V,V,V,,,V,V,V,V,,V,,,,V,,,,,,,,16
602fb3fdb54a52002fe0341c,Traveller' Escapade ( Stay Leisurely ),Mid-Market,pro,Zoe Jiang,,true,,V,,,,,,,,,,,,,,,,,,,V,V,V,,,,,,,,,,,,,,4
68ffe2839b696177c7547928,Tyler J Thompson,SMB,pro,Guesty Support,,true,V,V,,,,,,,,,,,,,,,,,,,V,V,,,,,,V,,,,,,,,V,6
6839471f1c5e688f1cc7cc40,Emilio Garlot,SMB,pro,Guesty Support,,true,,,,,,,,V,,,,V,,V,OFF,,,,,V,,V,,,,,,,,,,,,,,,5
693497f565ef28ca8e95b053,BROUGHAM IMMOBILIER,Mid-Market,pro,Ayman Hazm,,true,,V,V,,V,V,,,,V,,V,,V,V,,,,,,V,V,V,,,,,,,,V,,,,,,12
626902eb92ca6b0031a33088,Alexey Penkrat,Mid-Market,pro,Mattia Peressini,,true,,,,,,,V,,,,,,,,,,,,,,V,V,,,,,,,,,,,,,,V,4
68ebe6bc9b696177c75473a5,Vacation Rental Connect,SMB,pro,Ramiro Peña,,true,,V,V,,,,,,,,,,,,V,,,,,,V,,,,,,,,V,,V,,,,,,6
692629310cb25a3efd78109f,Living Gen,SMB,pro,Ramiro Peña,,true,,,,,,V,V,,,,,,,,,,,,,,V,,V,,,,,,,,,,,,,,4
688bf6aba14c863e5df129f2,My Royal Estates,SMB,pro,Zafar Khan,,true,,,,,,,,V,,,,V,,V,V,,,,,V,V,,,,,,,,,,,,,,,,6
69f3a46fe330761c405c9484,LuxBay LLC,Mid-Market,pro,Carlos Villarreal,,true,,,,,,,,,,,,,,,,,,,,,V,V,V,,,,,,,,,,,,,,3
684b8a909bf7f8c07ec24be2,Innogreen,SMB,pro,Nelson Sing,,true,,V,V,,V,V,V,V,,,V,V,,V,V,V,V,,V,V,V,V,V,,V,,,V,V,,,,,,,,20
678863dc1e8afb8c9a78bfaf,Palm Vista Vacations,SMB,pro,Guesty Support,,true,,,,,,,,V,,,,,,,,,,,,,V,,,,,,,,V,,,,,,,,3
6a0e1087c0da7845a8d92f3a,Launceston Short Stays,SMB,pro,Nelson Sing,,true,,,,,,,V,,,,,,,,,,,,,V,,,,,,,,,,,V,,,,,,3
6a0f5d79cf6d5eb7292b1597,Scottdale Industries,Mid-Market,pro,Alexandra Laframboise,,true,,,V,,,,V,,,V,,V,,V,,V,,,,V,V,,,,,,,,,,,,,,,,8
66c374761307cb14807cb46d,STR MGMT LLC,Mid-Market,pro,Ram Cheriyath,,true,,V,V,,,,V,,,V,,,,,,,,,,V,V,V,,,,,,,V,V,V,,,,,,10
62b07c76388a1e0033bda419,Brighton Holiday Lets - part of Holiday Home Owners,Mid-Market,pro,Courtney Trow,,true,,,,,,,V,,,,V,,,V,V,,,,,,V,,,,,,,,,,,,,,,,5
68b0bf66c3307ffd38a1c31f,"Fitzgerald Enterprises, LLC",SMB,pro,Guesty Support,,true,,V,,,,,,,,V,,,,V,,,,,,,,,V,,,,,V,,,,,,,,,5
5e335fbbc9fafe0027ab5f38,JL Property Management,Mid-Market,pro,Zoe Jiang,,true,,V,V,,V,V,V,V,V,V,V,V,,V,V,V,V,,V,V,V,V,V,,V,,,,V,,V,,,,,,22
60b5f3c1450395002dc9af78,Bell Cross Roberton Limited trading as BCR Stays,SME,pro,Sharine Duran,,true,,V,V,,,,,,,,,,,,V,,,,,V,V,,V,,V,,V,,,,,,,,,,8
699791b10e798385617b4dd9,"Hostwell, Inc.",Mid-Market,pro,Enjoli Mitchell,,true,,,,,,,V,V,,,,,,V,V,,,,,,V,,V,,V,,V,,V,,V,,,,,,10
698502569d285d8db3480102,Super Host Vacation,SMB,pro,Lionel Glover,,true,,V,V,,,,V,V,,,,,,,V,,,,,,V,,,,,,,,V,V,,,,,,,8
690291979b696177c7547a06,Rushmore Vacation Rentals,Mid-Market,pro,Ana Loera,,true,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,1
69a9b8360dbc5df3b7df4f5b,Driem House LLC,SMB,pro,Oscar Rodriguez,,true,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
61dea985fe421d00349f8a95,Christian Martin,Mid-Market,pro,Melodie Landemard,,true,,V,V,,,V,V,V,,,V,V,,V,V,V,V,,V,V,V,V,V,,V,,V,V,V,,,,,,V,,21
693ad7571efcceb4712e31bc,Homebelike Inc,Mid-Market,pro,Pablo Paez,,true,V,,,,,,,,,,,,,,,,,,,,V,V,V,,,,,,,,,,,,,V,5
62bdef86e369f30032e67b2d,Mi casa es tu casa,Mid-Market,pro,Daniela Collazo,,true,,,,,,,,,,,,V,,,V,,,,,,,,,,,,,,,,,,,,,,2
62bf1090d7cb9d003263876e,KOHCOON Hospitality | Igor & Judith,Mid-Market,pro,Ambar Jenrette,,true,,,,,,,,,,,,,,,,,,,,,V,V,,,,,,,,,,,,,,,2
698d49f851a9bb2e04405e64,Ombiance,SMB,pro,Zafar Khan,,true,,V,,,,,V,V,,V,V,,,,V,,,,,,V,V,V,,V,,,V,,V,V,,,,V,,14
689513738fa2976c485f6ac4,LiivUP NOLA,Mid-Market,pro,Matthew Bonasera,,true,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,1
68c99f2a467ac68da2e58296,Sea Coast Rentals,SME,pro,Tatiana Figueroa,,true,V,V,V,,,V,V,V,,V,V,V,,V,,V,V,,V,V,V,V,V,,V,,V,V,V,,V,,V,V,V,V,26
6542c4e210675435b7246225,Bungalow Solutions LLC,SME,pro,Juan Viana,,true,V,V,V,OFF,,OFF,V,OFF,,,,OFF,,V,V,,V,V,,OFF,V,V,V,,OFF,,,,V,V,V,,,,,V,15
63d7edf439e935004cc1d253,Stars Vacation Homes,SME,pro,Ana Loera,,true,V,V,V,V,,V,V,V,V,V,V,V,,V,V,V,V,V,V,V,V,V,V,,V,,,V,V,V,V,V,V,V,V,V,31
64ac922ea7f3b8002b6e4dee,Meadow,SME,pro,Francine Boateng,,true,,V,V,,,,V,V,,,V,V,,,V,,V,,V,V,V,,V,,V,,,V,V,V,V,,,,,,17
63fffb6fa30ebe003f326fe5,Bilyk Investment Group,Mid-Market,pro,Stacy Wesson,,true,V,V,V,,V,V,V,V,V,V,V,V,,V,V,V,V,V,V,V,V,V,V,,V,,V,V,V,V,V,V,V,V,,V,31
6839ee1aca0d576ff1aa1dfc,SeaLaVie SXM,Mid-Market,pro,Lionel Glover,,true,,V,V,,,,,V,,,,V,,V,V,,,,V,V,V,V,,,V,,,,V,V,V,,,,,,14
5e3211b7d7fe8e0027bb7999,George McGourty,SMB,pro,Guesty Support,,true,,V,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,2
6941d776b144f2e7b105ceb9,Rockport Escapes,SME,pro,Pablo Paez,,true,,V,V,,V,V,V,V,V,V,V,V,,V,V,V,V,,V,V,V,V,V,,V,,,V,V,V,V,,,,V,,25
6a0b6cffda857f0731aaf0b4,Royare Properties,SMB,pro,Isaac Torres,,true,,,,,,V,V,,,V,,,,,,,V,,,,V,V,V,,,,,V,V,,,,,,V,,10
6863fd4db12c774daba2509e,Cabo Home Collection LLC,SMB,pro,Oscar Rodriguez,,true,,V,V,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
67a891da5e080b23fd369570,Majestic Home Rentals,SMB,pro,Guesty Support,,true,,V,,,,,V,,,,,V,,,,,,,,,V,V,V,,,,,,,,,,,,,,6
5a9ad4fb8e97b0001f744f45,Kyle Laughlin,Mid-Market,pro,Dana Evans,,true,,,,,,,V,,,,,,,V,,V,,,,V,V,OFF,V,,,,,,,,,,,,,,6
69f216e2e330761c405c93e6,Tailwind STR,Mid-Market,pro,Carlos Villarreal,,true,,,,,,,,,,,,,,,,,,,,,V,,V,,,,,,,,,,,,,,2
577d4cc470142b0e00159aff,Bnbhost,Mid-Market,pro,Francesca Pastore,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OFF,,0
692f629cc434558f4b258556,Benner Equity LLC,Mid-Market,pro,Juan Viana,,true,,V,,,,V,,V,,,,V,,,V,,V,,V,V,V,,,,V,,,V,V,,,,,,,,12
693b27a934d7876681c093a9,Bear Lake Cozy Cabins,Mid-Market,pro,Ambar Jenrette,,true,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,V,,,,,,,,2
67ea9c7cc8b52d834dcb8d5f,Host My Home,SMB,pro,Dana Evans,,true,,,,,,,,,,,,V,,,V,,V,,V,,V,V,V,,V,,,,V,,,,,,,,9
66b0d6d018386d5cc48db7eb,Heimby,Mid-Market,pro,Courtney Trow,,true,,,,,,,,,,,,,,,OFF,,,,,V,V,,,,,,,,,,,,,,,,2
67ade2235e080b23fd369709,HUBBO,SMB,pro,Guesty Support,,true,,,,,,,,,,,,,,,V,,,,,V,V,V,V,,,,,,V,,,,,,,,6
669002aef6abdb39ff57bb72,FPT Marketing 2003 LLC,Mid-Market,pro,Diana Chalita,,true,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
62949e54f4ab0f00338fbb13,Frankie Says,SME,pro,Steven Brumwell,,true,V,,V,,V,V,,,,V,V,,,V,,,V,V,V,V,V,V,V,,,,,,,,,,V,,,V,16
69ee3e87b01f4fe47cf40399,The Volare Homes,SMB,pro,Oscar Rodriguez,,true,,,V,,,,,V,,,,,,,,,,,,,V,V,,,V,,,,,,V,,,,,,6
692d703665ef28ca8e95ae9e,Alpine Luxury Stays,SMB,pro,Daniel Sanchez,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,1
64e7b3b62b22ad668d6f76d8,Costa Atlantica,Mid-Market,pro,Diana Chalita,,true,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,1
697ccb95663b9035ac4ca71a,MACONCIERGERIE,Mid-Market,pro,Steven Brumwell,,true,,V,V,,V,V,,V,,V,,,,,,,V,,,V,V,,V,,V,,,,,,,,,,,,11
6808f24fabdb4436528138c4,Crescendo Property Management,Mid-Market,pro,Enjoli Mitchell,,true,,,,,,,V,V,,,,,,,V,,,,,,V,,,,V,,,V,V,,V,,,,,,8
69d5686134aa7f1395349c5d,Heavenly Vacations by Casago,Enterprise,pro,Devin Holbrook,,true,,,,,,,V,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
6915f6045cd28d883ce2b561,Florida Homes Property Management LLC,SMB,pro,Salome Alvarez,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,V,,,,,2
61685fadbdae0000381cff07,AppartAli,Mid-Market,pro,Mattia Peressini,,true,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,V,,,,,,,,2
661cca0abb6a043a0f80dddc,GregIMMO,SMB,pro,Ander Vicente,,true,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,V,,,,,,,,2
6a02076224db941f82ec011c,AM TO PM RENTALS,SMB,pro,Ander Vicente,,true,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,1
64c185efb33ddacb5b0deff8,"ReHive Stays, LLC",Mid-Market,pro,Enjoli Mitchell,,true,,,,,,,,,,,V,,,,V,V,V,,V,,,,,,,,,V,V,,,,,,V,,8
66d740a1580ac4aef92cd393,Boutique Mexico Villas,SMB,pro,Guesty Support,,true,,,V,,,,V,,,,V,,,V,V,,,,,,,V,V,,,,,,,,,,,,,V,8
64908860b7fd2a002ceaa505,Arivia Villas,SMB,pro,Carla Scimia,,true,,,OFF,V,,,OFF,,,,,OFF,,OFF,V,OFF,,,,,OFF,OFF,,,OFF,,,OFF,,,,,,,,,2
688e225aa14c863e5df12aa0,Stay On The Gulf Coast,Mid-Market,pro,Cameron Gray,,true,,V,V,V,,V,V,V,V,V,V,,,V,V,V,,,V,V,V,V,V,,V,,,V,V,,V,,,,V,,22
67ae74915b4426a330040146,Tropical Hospitality,Mid-Market,pro,Francine Boateng,,true,,,,,,,,,,V,,,,V,,,V,,,V,V,,,,,,,,,,,,,,,,5
6960bd6c08ed3a031e8a0aa8,Property Partners,Mid-Market,pro,Joaquin Benitez,,true,,,,,,,OFF,,,,,,,,,,V,,V,,V,,,,,,,,,,,,,,,,3
692c18ec51ad620fe8272fc8,Peter Jen,SMB,pro,Daniel Sanchez,,true,,V,V,V,V,V,,,,V,,,,V,,,V,,,,V,V,,,,,,,V,V,V,,,,,,13
5dcc2ff3dbd151001f0193a5,Josh Isaac,Mid-Market,pro,Rafael Merchán,,true,,,,,,,,,,,,,,,,,,,,,,OFF,V,,,,,,,,,,,,,,1
69777a96ea85becc03a16777,My London Hop,SMB,pro,Giorgia Ruocci,,true,,,,,,,,,,,,V,,,,V,,,,,,,V,,,,,,,,,,,,,,3
597212412663471000e369d3,Wehost,SME,pro,Francesca Pastore,,true,V,,,,,,,,,,,,,,,,,,,,V,,V,,,,,,,,,,,,,V,4
6938c7cf187fa8a67535b7f1,CDA Vacation Rentals,Mid-Market,pro,Ana Loera,,true,,V,V,V,,,V,V,V,V,V,V,,V,V,V,V,,V,V,V,V,V,,V,,,V,V,V,V,,,,V,,24
698f33189ac3e61b0163e7be,Luxury Explorers Vacation Homes Rental LLC.,SMB,pro,Ander Vicente,,true,,V,,V,,,,,,,,,,,,,,,,,,,,,,,,,V,V,,,,,,,4
68b9265d8478fbf609aac912,RentPlanet,Enterprise,enterprise,Steven Brumwell,,true,,V,,V,,,OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
6074c27c183771002f866292,The Heim,Mid-Market,pro,Courtney Trow,,true,V,V,,,,,V,V,,,,,,,V,,V,,,,V,V,,,V,V,,,,,V,V,V,,,V,14
69cfe618c1b1f5b42ebc9d17,Top Living Apartments Srl,Mid-Market,pro,Carla Scimia,,true,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,1
689d6d918fa2976c485f6d7f,Noosa Holiday Gems,Mid-Market,pro,Rebecca Virgin,,true,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,1
65c753ef2ffb9595c28f272b,Tropical Stays Cairns,SME,pro,Sharine Duran,,true,,,,OFF,,,V,,,V,,V,,V,,,V,,V,V,V,OFF,V,,,,,,V,,,,,,,,10
66c2bf6f3115bbdac808a289,Banyan Living,SME,pro,Sharine Duran,,true,V,V,V,V,,V,,V,,,V,,,V,,V,V,V,,V,V,V,,,V,V,,V,V,,V,V,V,V,,V,23
60f6b27fde6465002d1eae2b,Tripas Coração,Mid-Market,pro,Rafael Merchán,,true,,,V,,,,V,,,V,,,,V,V,,,V,,V,V,V,V,,,,,,V,,,,,,,V,12
5f0e46b91894fb002c508b79,Rent Mission Beach,Mid-Market,pro,Matthew Bonasera,,true,,OFF,V,V,V,V,V,V,V,V,V,V,,V,V,V,V,,V,V,V,V,V,,,,V,V,V,,,,,,V,,23
67191fb7217e6427c3ae8d61,Jay,SMB,pro,Guesty Support,,true,,,,V,,,V,,,,,,,,,,,,,,V,V,V,,,,V,,V,V,,,,,,,8
6a328d3d7028915b39d3ac0e,Waleed Alajmi Rentals,SMB,pro,Guesty Support,,true,,,V,V,,,V,V,,,,V,,V,,V,,,V,,V,V,V,,,,,,V,,V,,,,,,13
68f88b9c32feafcbded99826,Airhomey,SMB,pro,Zoe Jiang,,true,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
691d1c4f480d366aee7b7923,Midway Vacations,SME,pro,Daniela Collazo,,true,OFF,,OFF,OFF,,,OFF,OFF,,,OFF,,,V,OFF,,,,,V,V,V,V,,,,,,V,V,OFF,,,,,V,8
